cluster	status	loglr	df	p	p.adjust	genes
chr1:clu_890_+	Success	0.00135485527911783	1	0.95848496453219	0.982813629794312	MIA3
chr1:clu_891_+	Success	0.0162043618260554	1	0.857133545586157	0.935815532383644	MIA3
chr1:clu_892_+	Success	0.919530169924087	2	0.398706321307335	0.709455227527159	BROX
chr1:clu_893_+	Not enough valid samples	NA	NA	NA	NA	BROX
chr1:clu_894_+	Success	0.393630800994742	2	0.674603073052751	0.845003034876583	BROX
chr1:clu_895_+	Success	0.166072599720792	2	0.846984741101517	0.931477699116948	BROX
chr1:clu_896_+	Not enough valid samples	NA	NA	NA	NA	ZNF678
chr1:clu_897_+	Not enough valid samples	NA	NA	NA	NA	GUK1
chr1:clu_898_+	Success	1.41821296416106	1	0.0921489718647386	0.45812395294115	GUK1
chr1:clu_899_+	Success	0.00755478056467496	1	0.902169691929606	0.956399607332769	RAB4A
chr1:clu_9_-	Not enough valid samples	NA	NA	NA	NA	CDK11A,RP1-283E3.8
chr1:clu_90_-	Not enough valid samples	NA	NA	NA	NA	PHC2
chr1:clu_900_+	Success	0.3341082276321	2	0.715976289615398	0.867214836585877	GALNT2
chr1:clu_901_+	Success	3.52906340241111	2	0.0293323756379547	0.320625946556101	GNPAT
chr1:clu_902_+	Success	1.95660691338925	1	0.0479078992030771	0.374734746067229	TSNAX-DISC1,DISC1
chr1:clu_903_+	Success	1.64646786722994	2	0.192729453811901	0.57080397068948	NTPCR
chr1:clu_904_+	Success	0.563742149396489	2	0.569075508726073	0.796875050807486	LGALS8
chr1:clu_905_+	Success	0.547558470678723	2	0.578360171277573	0.800907388148285	LGALS8
chr1:clu_906_+	Not enough valid samples	NA	NA	NA	NA	MTR
chr1:clu_907_+	Success	0.373144314450201	2	0.688565855670459	0.853189461627016	MTR
chr1:clu_908_+	Success	1.97438334459298	2	0.138846906544817	0.514754556879358	MTR
chr1:clu_909_+	Success	0.0474790045850568	2	0.953630494790385	0.979647359080725	MTR
chr1:clu_91_-	Success	0.163295125845934	1	0.567673803108169	0.796139699266808	PHC2
chr1:clu_910_+	Success	0.561523990741989	2	0.5703392095171	0.797768671876705	MTR
chr1:clu_911_+	Success	1.71530693687441	2	0.179908491687515	0.559257412893409	MTR
chr1:clu_912_+	Not enough valid samples	NA	NA	NA	NA	EXO1
chr1:clu_913_+	Not enough valid samples	NA	NA	NA	NA	EXO1
chr1:clu_914_+	Success	0.209798822822279	1	0.517137879553252	0.77416358907264	SDCCAG8
chr1:clu_915_+	Not enough valid samples	NA	NA	NA	NA	SDCCAG8
chr1:clu_916_+	Success	0.388925095121408	1	0.377799435444343	0.69701763732026	SDCCAG8
chr1:clu_917_+	Not enough valid samples	NA	NA	NA	NA	SDCCAG8
chr1:clu_918_+	Success	4.22310918938024	1	0.00365803285104993	0.202070488454912	COX20
chr1:clu_919_+	Not enough valid samples	NA	NA	NA	NA	EFCAB2
chr1:clu_92_-	Success	0.319084977096054	3	0.887641291216857	0.94860771206052	SFPQ
chr1:clu_920_+	Success	3.72637981803973	7	0.383306572319892	0.698225274977747	NLRP3
chr1:clu_921_+	Success	0.975053307978413	1	0.16257536230548	0.538638480102083	TRIM58
chr1:clu_922_+	Success	0.429284015999329	1	0.354139728103688	0.682113148541995	TRIM58
chr1:clu_93_-	Success	0.00519809110195979	1	0.918787099167256	0.96348655749016	SFPQ
chr1:clu_94_-	Success	0.759661107612374	2	0.467824942460294	0.747674638971321	SFPQ
chr1:clu_95_-	Not enough valid samples	NA	NA	NA	NA	KIAA0319L
chr1:clu_96_-	Not enough valid samples	NA	NA	NA	NA	STK40
chr1:clu_97_-	Success	0.454947124669388	1	0.340142479034926	0.675009140547566	CSF3R
chr1:clu_98_-	Success	0.753662057874408	1	0.219547857035979	0.58592636479335	CSF3R
chr1:clu_99_-	Success	0.133492059723721	2	0.875034416965056	0.943892120864163	CSF3R
chr10:clu_1_+	Success	0.0400717153920596	2	0.960720538231665	0.983122845699238	ZMYND11
chr10:clu_10_+	Success	1.46139879290058	4	0.570827058743581	0.798211119138376	CELF2
chr10:clu_100_+	Success	1.06061543552113	2	0.346242654716375	0.678925308015323	KAT6B
chr10:clu_101_+	Success	1.19375983289126	2	0.303079590547593	0.652971264761075	KAT6B
chr10:clu_102_+	Success	0.557120237246636	2	0.572856381238463	0.799273541984132	RPS24
chr10:clu_103_+	Success	0.161296924609474	1	0.570052990511236	0.797551202320766	ZMIZ1
chr10:clu_104_+	Success	0.834889965303773	2	0.433922225306449	0.726669961266476	ZMIZ1
chr10:clu_105_+	Success	2.59897107237066	4	0.267583642041532	0.624721032930723	PPIF
chr10:clu_106_+	Success	0.0757790655082715	1	0.697050777423499	0.858125074123783	TSPAN14
chr10:clu_107_+	Success	0.184546111565624	2	0.831481598097135	0.923700190929252	TSPAN14
chr10:clu_108_+	Not enough valid samples	NA	NA	NA	NA	TSPAN14
chr10:clu_109_+	Success	1.53815465752405	2	0.2147770732189	0.580993413142035	GHITM
chr10:clu_11_+	Success	0.711273266387821	2	0.49101860178906	0.761453675048193	CELF2
chr10:clu_110_+	Success	0.971928914464826	1	0.163250268596067	0.539712158455254	CCSER2
chr10:clu_111_+	Not enough valid samples	NA	NA	NA	NA	FAM35A
chr10:clu_112_+	Success	1.23174672372397	4	0.651184569097605	0.834150749999033	MINPP1
chr10:clu_113_+	Success	6.22349084384678	10	0.256254458912919	0.615676858114803	PTEN
chr10:clu_114_+	Success	1.39063025662381	6	0.835757503301692	0.925920953530752	PTEN
chr10:clu_115_+	Success	0.869832558428698	3	0.628151634016583	0.824052567204409	PTEN
chr10:clu_116_+	Success	2.97779452355371	4	0.202489550211641	0.574386472300198	FAS
chr10:clu_117_+	Success	2.31601120008349	2	0.0986663621070823	0.472371354412244	FAS
chr10:clu_118_+	Success	1.25537551846492	3	0.473351263154283	0.751726518784076	PCGF5
chr10:clu_119_+	Success	0.108664919823582	1	0.641082021723971	0.829822430696035	PCGF5
chr10:clu_12_+	Not enough valid samples	NA	NA	NA	NA	CELF2
chr10:clu_120_+	Success	1.6437339114201	2	0.193257088558267	0.571571630040975	PCGF5
chr10:clu_121_+	Success	0.362453003729456	2	0.695967020764478	0.857893215987072	BTAF1
chr10:clu_122_+	Not enough valid samples	NA	NA	NA	NA	BTAF1
chr10:clu_123_+	Success	0.50220406376684	2	0.605195299612077	0.812695804080602	BTAF1
chr10:clu_124_+	Success	3.85792621221127	1	0.00547380073448434	0.210530178654405	BTAF1
chr10:clu_125_+	Not enough valid samples	NA	NA	NA	NA	BTAF1
chr10:clu_126_+	Not enough valid samples	NA	NA	NA	NA	BTAF1
chr10:clu_127_+	Success	0.00537493578690373	1	0.917422038988604	0.963452800953893	EXOC6
chr10:clu_128_+	Not enough valid samples	NA	NA	NA	NA	TBC1D12
chr10:clu_129_+	Success	1.08335136756824	3	0.53853663661691	0.786090807217791	HELLS
chr10:clu_13_+	Success	0.157920609352288	1	0.574117705031659	0.799889786503276	ECHDC3
chr10:clu_130_+	Not enough valid samples	NA	NA	NA	NA	ENTPD1
chr10:clu_131_+	Not enough valid samples	NA	NA	NA	NA	ENTPD1
chr10:clu_132_+	Not enough valid samples	NA	NA	NA	NA	ENTPD1
chr10:clu_133_+	Not enough valid samples	NA	NA	NA	NA	ENTPD1,RP11-248J23.7
chr10:clu_134_+	Not enough valid samples	NA	NA	NA	NA	ENTPD1,RP11-248J23.7,CC2D2B
chr10:clu_135_+	Success	0.491543984565425	1	0.321437623600679	0.666718162945862	LCOR
chr10:clu_136_+	Success	0.652597944754831	1	0.253266311311173	0.613207144252246	LCOR
chr10:clu_137_+	Success	1.14802315109597	2	0.317263331534885	0.665986284764449	ZDHHC16
chr10:clu_138_+	Success	1.31574123431631	1	0.104763854987619	0.474724947390815	ZFYVE27
chr10:clu_139_+	Success	0.990016664805438	1	0.159386895613142	0.535975779073962	ZFYVE27
chr10:clu_14_+	Success	3.39010378931783	2	0.0337051784805443	0.337051784805443	DHTKD1
chr10:clu_140_+	Success	0.087830497156574	3	0.981419371897093	0.992082874831148	NOLC1
chr10:clu_141_+	Success	2.20331335639077	1	0.0357995663213271	0.343264504119023	NOLC1
chr10:clu_142_+	Success	0.291002607117093	2	0.74751372915973	0.884545828879603	GBF1
chr10:clu_143_+	Success	2.91010436147099	5	0.324108394660867	0.668266001673277	GBF1
chr10:clu_144_+	Success	0.373622147387692	1	0.387350108288263	0.70249172660563	GBF1
chr10:clu_145_+	Success	1.60999598413548	2	0.199888416798334	0.573716321630879	GBF1
chr10:clu_146_+	Success	0.337273607078032	2	0.713713536110521	0.866795315753136	GBF1
chr10:clu_147_+	Success	2.28962439960912	2	0.101304504720549	0.472524985370567	NFKB2
chr10:clu_148_+	Success	1.00227734742839	4	0.734921093766924	0.877761715034925	NFKB2
chr10:clu_149_+	Not enough valid samples	NA	NA	NA	NA	NFKB2
chr10:clu_15_+	Not enough valid samples	NA	NA	NA	NA	CAMK1D
chr10:clu_150_+	Not enough valid samples	NA	NA	NA	NA	NFKB2
chr10:clu_151_+	Not enough valid samples	NA	NA	NA	NA	SUFU
chr10:clu_152_+	Not enough valid samples	NA	NA	NA	NA	CNNM2
chr10:clu_153_+	Success	2.67797493743296	1	0.0206516817450844	0.297908809746143	PDCD11
chr10:clu_154_+	Success	1.50335172217299	1	0.0829207720967842	0.440991028587954	SLK
chr10:clu_155_+	Success	4.85237021467913	2	0.0078098445860719	0.231159941172397	ADD3
chr10:clu_156_+	Not enough valid samples	NA	NA	NA	NA	ADD3
chr10:clu_157_+	Success	0.236010547103433	2	0.789772344078273	0.904036648316282	MXI1
chr10:clu_158_+	Success	3.2658618052883	3	0.0884197640861357	0.452553825284653	MXI1
chr10:clu_159_+	Success	1.54467140059	2	0.213381976895655	0.57971345511577	SMC3
chr10:clu_16_+	Success	8.5348982138139	5	0.00436931074996478	0.203799603331336	OPTN
chr10:clu_160_+	Success	1.05989288289328	2	0.346492923661767	0.678925308015323	PDCD4
chr10:clu_161_+	Success	2.16992696975308	2	0.114185955634878	0.484714216682503	PDCD4
chr10:clu_162_+	Success	0.011207972909915	1	0.880985877655906	0.946172074434223	SHOC2
chr10:clu_163_+	Success	2.37948004943564	3	0.190322398830348	0.567432371879336	TCF7L2
chr10:clu_164_+	Success	0.486426988676925	1	0.323969435154846	0.668266001673277	TCF7L2
chr10:clu_165_+	Success	0.518594477977786	1	0.308476148768013	0.657064581365253	TCF7L2
chr10:clu_166_+	Not enough valid samples	NA	NA	NA	NA	TCF7L2
chr10:clu_167_+	Success	0.171737544726255	2	0.842200184044347	0.929513501478292	INPP5F
chr10:clu_168_+	Success	1.76815793515073	2	0.170647042401519	0.549022657515437	WDR11
chr10:clu_169_+	Success	0.301800859075001	1	0.437207097810701	0.72931045572773	ZRANB1
chr10:clu_17_+	Success	0.383694285065758	3	0.857250281826054	0.935815532383644	OPTN
chr10:clu_170_+	Not enough valid samples	NA	NA	NA	NA	EDRF1
chr10:clu_171_+	Not enough valid samples	NA	NA	NA	NA	EDRF1
chr10:clu_172_+	Not enough valid samples	NA	NA	NA	NA	EDRF1
chr10:clu_173_+	Success	0.829950047408374	1	0.197616813394642	0.572893223714638	BCCIP
chr10:clu_174_+	Success	0.486822119068165	1	0.323772995054218	0.668266001673277	PTPRE
chr10:clu_175_+	Success	10.0807780460736	2	4.18768225127477e-05	0.0267025902336786	PTPRE
chr10:clu_176_+	Success	1.13688926733016	1	0.131578754037193	0.506391419322951	PTPRE
chr10:clu_177_+	Success	0.525639940400254	2	0.591176925292311	0.807966891043456	PTPRE
chr10:clu_178_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr10:clu_179_+	Success	2.77117920870313	2	0.0625881567104837	0.409262712340331	RP11-108K14.8,MTG1
chr10:clu_18_+	Success	0.249052422674907	1	0.480334022347728	0.755748655228563	OPTN
chr10:clu_180_-	Success	0.824792917103537	2	0.438325752833656	0.729944606138494	LARP4B
chr10:clu_181_-	Success	0.0144768575552803	1	0.86488595009721	0.938755212738965	LARP4B
chr10:clu_182_-	Not enough valid samples	NA	NA	NA	NA	IDI1
chr10:clu_183_-	Success	0.182294392151562	2	0.833355970842796	0.924509679942353	KLF6
chr10:clu_184_-	Success	0.18570764538822	2	0.830516364782171	0.92296407818751	KLF6
chr10:clu_185_-	Success	0.901032947989961	1	0.179462938652262	0.559257412893409	GDI2
chr10:clu_186_-	Success	0.965246856113112	1	0.164704440419526	0.540787747592732	IL15RA
chr10:clu_187_-	Success	1.68627665753058	2	0.185207833984835	0.562965740653293	KIN
chr10:clu_188_-	Success	0.793787219929357	2	0.452129235879734	0.736957721720599	UPF2
chr10:clu_189_-	Not enough valid samples	NA	NA	NA	NA	FAM107B
chr10:clu_19_+	Success	0.00340999932814157	1	0.934182893976256	0.969960111192368	OPTN
chr10:clu_190_-	Success	1.15188159845081	2	0.316041546285356	0.665582633064037	DCLRE1C
chr10:clu_191_-	Success	6.7395448709392	6	0.0360283277988148	0.343712433118484	DCLRE1C
chr10:clu_192_-	Success	4.6705579248241	2	0.00936704196360813	0.250609456043902	MINDY3
chr10:clu_193_-	Success	1.08992656713917	3	0.535927569655908	0.784908028667671	MINDY3
chr10:clu_194_-	Success	0.433605638570498	2	0.6481678174772	0.833436696165877	RSU1
chr10:clu_195_-	Success	2.07414094291786	1	0.0416767915664023	0.357647335618893	NSUN6
chr10:clu_196_-	Not enough valid samples	NA	NA	NA	NA	NSUN6
chr10:clu_197_-	Not enough valid samples	NA	NA	NA	NA	DNAJC1
chr10:clu_198_-	Success	1.56883189816125	1	0.0765033163721998	0.429915818915518	PIP4K2A
chr10:clu_199_-	Success	1.44503904165322	2	0.235736872818961	0.599384754473167	PIP4K2A
chr10:clu_2_+	Success	0.241194062960318	1	0.487342580422049	0.759604304963964	NET1
chr10:clu_20_+	Success	1.02447518862681	1	0.152311164355559	0.527596878233339	MCM10
chr10:clu_200_-	Success	1.24391041081981	5	0.778328152264538	0.899402686843965	PIP4K2A
chr10:clu_201_-	Success	1.49974756187157	3	0.39170302480916	0.70600816134704	PIP4K2A
chr10:clu_202_-	Success	7.30498871262353	6	0.0235170694503625	0.301912334712634	ABI1
chr10:clu_203_-	Success	0.392003218884611	2	0.675701938950553	0.845335430872887	ABI1
chr10:clu_204_-	Success	0.90099362234568	1	0.179472432236648	0.559257412893409	ABI1
chr10:clu_205_-	Not enough valid samples	NA	NA	NA	NA	ANKRD26
chr10:clu_206_-	Not enough valid samples	NA	NA	NA	NA	ANKRD26
chr10:clu_207_-	Success	1.19714101669388	4	0.663660842525063	0.841480013612411	YME1L1
chr10:clu_208_-	Success	0.838586815484973	2	0.432321041341389	0.726669961266476	YME1L1
chr10:clu_209_-	Success	0.181581424466771	1	0.546754895831484	0.788150073867062	ACBD5
chr10:clu_21_+	Success	1.04046794099605	2	0.353289324714579	0.681302936802608	PRPF18
chr10:clu_210_-	Not enough valid samples	NA	NA	NA	NA	MPP7
chr10:clu_211_-	Not enough valid samples	NA	NA	NA	NA	SVIL
chr10:clu_212_-	Not enough valid samples	NA	NA	NA	NA	SVIL
chr10:clu_213_-	Not enough valid samples	NA	NA	NA	NA	SVIL
chr10:clu_214_-	Not enough valid samples	NA	NA	NA	NA	SVIL
chr10:clu_215_-	Not enough valid samples	NA	NA	NA	NA	SVIL
chr10:clu_216_-	Success	1.60096743982308	2	0.20170128971404	0.574386472300198	ARHGAP12
chr10:clu_217_-	Success	1.00600655310882	5	0.847480308990993	0.931533766034267	KIF5B
chr10:clu_218_-	Success	0.0974775487353554	2	0.90712270737915	0.958443487819386	EPC1
chr10:clu_219_-	Not enough valid samples	NA	NA	NA	NA	EPC1
chr10:clu_22_+	Success	0.516391309444487	2	0.596669864433241	0.81018998993916	HSPA14,RP11-398C13.8
chr10:clu_220_-	Success	1.9147491986073	5	0.574215963130794	0.799889786503276	ITGB1
chr10:clu_221_-	Success	3.28249577470064	1	0.010400423152849	0.251945135204693	ITGB1
chr10:clu_222_-	Success	2.64008765764174	5	0.38265254823355	0.697811821890778	ITGB1
chr10:clu_223_-	Not enough valid samples	NA	NA	NA	NA	ZNF33B
chr10:clu_224_-	Success	1.30899131851231	1	0.105658692677508	0.474724947390815	MARCH8
chr10:clu_225_-	Success	0.83546247869964	2	0.433673870119816	0.726669961266476	MARCH8
chr10:clu_226_-	Not enough valid samples	NA	NA	NA	NA	MARCH8
chr10:clu_227_-	Success	1.2735527779638	2	0.279835659644753	0.633159318929151	ZFAND4
chr10:clu_228_-	Not enough valid samples	NA	NA	NA	NA	PARGP1
chr10:clu_229_-	Not enough valid samples	NA	NA	NA	NA	PARGP1
chr10:clu_23_+	Success	5.90849900263129	4	0.0187652859227962	0.293573894647785	VIM
chr10:clu_230_-	Success	0.252785787790344	2	0.776634228540543	0.899121046516855	NCOA4
chr10:clu_231_-	Success	4.04061930271246	4	0.0886472426561049	0.452553825284653	NCOA4
chr10:clu_232_-	Not enough valid samples	NA	NA	NA	NA	ARHGAP22
chr10:clu_233_-	Success	0.962203707195187	1	0.165371602797214	0.541474383823405	ERCC6
chr10:clu_234_-	Success	5.00988845274503	2	0.00667164746871112	0.219845288753925	ERCC6
chr10:clu_235_-	Success	0.47317173886438	1	0.330651783265777	0.670983325988436	PARG
chr10:clu_236_-	Success	0.0336652009043519	2	0.966895166080895	0.985144565407292	CCDC6
chr10:clu_237_-	Success	0.100454811456586	1	0.653987624290491	0.836511744217235	JMJD1C
chr10:clu_238_-	Success	1.79527450567707	2	0.166081855676605	0.541474783339012	JMJD1C
chr10:clu_239_-	Success	0.568259009622125	2	0.566510870611588	0.795881232319365	JMJD1C
chr10:clu_24_+	Success	1.78824954096308	4	0.466342215333883	0.74733201403081	STAM
chr10:clu_240_-	Success	0.229036830761714	1	0.49852562869704	0.766189552797164	JMJD1C
chr10:clu_241_-	Success	1.6678988520639	2	0.188643016402084	0.566022538005681	JMJD1C
chr10:clu_242_-	Success	3.38782574252855	6	0.342094157928351	0.676206857862263	JMJD1C
chr10:clu_243_-	Success	4.5946078732336	6	0.163213020996722	0.539712158455254	JMJD1C
chr10:clu_244_-	Success	3.30545588628047	2	0.0366824849822676	0.345313516036779	RUFY2
chr10:clu_245_-	Not enough valid samples	NA	NA	NA	NA	SLC25A16
chr10:clu_246_-	Success	1.12688870584918	1	0.133288686107724	0.507736189832409	SAR1A
chr10:clu_247_-	Success	0.664762150777051	1	0.248889862652936	0.607762330864541	SAR1A
chr10:clu_248_-	Success	1.12675229989941	2	0.324084077013067	0.668266001673277	VSIR
chr10:clu_249_-	Success	2.98628722549256	2	0.0504744896645268	0.379160243182868	PSAP
chr10:clu_25_+	Not enough valid samples	NA	NA	NA	NA	MLLT10
chr10:clu_250_-	Success	0.773721363794721	1	0.213513360936729	0.57971345511577	PSAP
chr10:clu_251_-	Success	0.094248659216305	1	0.664170239989379	0.841480013612411	PSAP
chr10:clu_252_-	Success	0.830057769204586	2	0.4360240968287	0.728467907149824	PSAP
chr10:clu_253_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PSAP
chr10:clu_254_-	Success	2.50902338632824	1	0.0250844494716013	0.30959091014188	ASCC1
chr10:clu_255_-	Success	0.0394900429789118	1	0.778684353700179	0.899402686843965	ASCC1
chr10:clu_256_-	Success	0.597190023105156	2	0.550355952842106	0.789730626580996	DNAJB12
chr10:clu_257_-	Not enough valid samples	NA	NA	NA	NA	MICU1
chr10:clu_258_-	Not enough valid samples	NA	NA	NA	NA	P4HA1
chr10:clu_259_-	Not enough valid samples	NA	NA	NA	NA	P4HA1
chr10:clu_26_+	Not enough valid samples	NA	NA	NA	NA	MLLT10
chr10:clu_260_-	Success	3.83361631623495	2	0.0216312485798148	0.299207746795624	P4HA1
chr10:clu_261_-	Success	2.37738612960459	2	0.0927928091681385	0.459000338538061	ANXA7
chr10:clu_262_-	Success	2.08407661407375	2	0.124421956622097	0.500214069398047	PPP3CB
chr10:clu_263_-	Success	0.268875980334997	1	0.463365882915953	0.745766959677599	PPP3CB
chr10:clu_264_-	Not enough valid samples	NA	NA	NA	NA	RP11-574K11.31,NDST2
chr10:clu_265_-	Success	2.54146398356221	2	0.0787510251516646	0.430835204865609	CAMK2G
chr10:clu_266_-	Success	3.37980713008892	5	0.23914069231458	0.599951044154796	CAMK2G
chr10:clu_267_-	Success	1.14799740813174	2	0.317271498938605	0.665986284764449	CAMK2G
chr10:clu_268_-	Success	0.390324501497361	1	0.376942725085296	0.696518877590832	CAMK2G
chr10:clu_269_-	Success	0.114315178295456	1	0.632541263284542	0.826231628701436	AP3M1
chr10:clu_27_+	Success	0.53848763976157	2	0.583630244436648	0.80395925533688	MLLT10
chr10:clu_270_-	Success	4.47569058459612	5	0.111019184359235	0.479276025896202	ANXA11
chr10:clu_271_-	Success	0.905290490340747	2	0.404424386659877	0.711357773536692	WAPL
chr10:clu_272_-	Success	4.14500304441515	2	0.0158433877173981	0.281464002919152	WAPL
chr10:clu_273_-	Success	2.38969620029138	3	0.188682426221807	0.566022538005681	WAPL
chr10:clu_274_-	Success	3.4761605060171	2	0.0309259232699616	0.32413768375733	SORBS1
chr10:clu_275_-	Success	1.016872148663	1	0.153841190187729	0.529290050843285	ALDH18A1
chr10:clu_276_-	Success	0.950281932023245	2	0.386632004144026	0.702029906338502	BLNK
chr10:clu_277_-	Success	0.889560769621283	1	0.182257233363207	0.561386552939238	TM9SF3
chr10:clu_278_-	Success	0.326970162741418	2	0.721105258509687	0.869832326855664	PIK3AP1
chr10:clu_279_-	Success	1.31882365909837	2	0.267449729048283	0.624721032930723	PIK3AP1
chr10:clu_28_+	Not enough valid samples	NA	NA	NA	NA	MLLT10
chr10:clu_280_-	Not enough valid samples	NA	NA	NA	NA	ARHGAP19-SLIT1,ARHGAP19
chr10:clu_281_-	Success	0.701753654993624	1	0.236137214263908	0.599384754473167	ARHGAP19-SLIT1,ARHGAP19
chr10:clu_282_-	Success	1.76289619800343	1	0.0604209371941431	0.400482650080707	ARHGAP19-SLIT1,ARHGAP19
chr10:clu_283_-	Success	0.603235177972238	2	0.547039001717958	0.788150073867062	RRP12
chr10:clu_284_-	Success	0.486319278329631	2	0.614885456368472	0.816910033966027	MMS19
chr10:clu_285_-	Success	1.02645661521501	3	0.561497310764856	0.793405975368455	HPS1
chr10:clu_286_-	Success	0.0716316620196267	2	0.930873708813692	0.968875425696229	HPS1
chr10:clu_287_-	Success	1.90970171873789	2	0.148124562788207	0.521429116692121	HPS1
chr10:clu_288_-	Success	0.468420874965659	1	0.333091388456913	0.672800486618268	HPS1
chr10:clu_289_-	Success	1.79041179095387	1	0.0584501662425829	0.397977658253625	ERLIN1
chr10:clu_29_+	Success	0.879692858965029	1	0.184701154128542	0.562965740653293	MLLT10
chr10:clu_290_-	Success	1.61766474680678	2	0.198361382683994	0.573461817238088	ERLIN1
chr10:clu_291_-	Success	1.47755762131828	2	0.228194345327889	0.594865601068427	CHUK
chr10:clu_292_-	Success	0.547049919765868	2	0.578654371672234	0.800951138461681	CHUK
chr10:clu_293_-	Success	0.323229434945915	2	0.723807768519472	0.872402171106259	CHUK
chr10:clu_294_-	Success	5.23542265846376	2	0.00532457353209274	0.210530178654405	CWF19L1
chr10:clu_295_-	Success	0.00947219661453857	1	0.890526021558947	0.949852899372194	CWF19L1
chr10:clu_296_-	Not enough valid samples	NA	NA	NA	NA	CWF19L1
chr10:clu_297_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SEC31B
chr10:clu_298_-	Not enough valid samples	NA	NA	NA	NA	SEC31B,RP11-411B6.6
chr10:clu_299_-	Success	3.91869335091405	3	0.0494947417694899	0.378328780969089	MGEA5
chr10:clu_3_+	Success	1.32455580770852	2	0.265921052940654	0.623651835039596	NET1
chr10:clu_30_+	Success	0.220158147762959	2	0.802391891445104	0.909099282655114	APBB1IP
chr10:clu_300_-	Success	1.24579677391284	6	0.869407292561107	0.940586637855722	MGEA5
chr10:clu_301_-	Success	0.445990236506873	1	0.344941182267386	0.677922536839784	MGEA5
chr10:clu_302_-	Success	3.87756549426268	2	0.0207011609806325	0.297908809746143	LDB1
chr10:clu_303_-	Success	0.0795240264808399	2	0.923555829905581	0.96627076362535	LDB1
chr10:clu_304_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LDB1
chr10:clu_305_-	Success	0.332586013100922	2	0.71706698905609	0.867534437374484	NT5C2
chr10:clu_306_-	Success	1.11831532516931	3	0.524769359759007	0.777152972694815	NT5C2
chr10:clu_307_-	Success	1.84655723142555	2	0.157779430397816	0.534355638617009	NT5C2
chr10:clu_308_-	Success	2.61760159419669	4	0.264004183075809	0.621545934682529	NT5C2
chr10:clu_309_-	Not enough valid samples	NA	NA	NA	NA	COL17A1
chr10:clu_31_+	Success	3.25987564067691	4	0.163550139319578	0.540050540164999	APBB1IP
chr10:clu_310_-	Success	2.1169999549997	2	0.120392269497555	0.495886500331	XPNPEP1
chr10:clu_311_-	Not enough valid samples	NA	NA	NA	NA	SMNDC1
chr10:clu_312_-	Success	1.29521610008123	3	0.459169375311595	0.742351067754086	BBIP1
chr10:clu_313_-	Success	0.202312015907381	1	0.524710824513547	0.777152972694815	CCDC186
chr10:clu_314_-	Not enough valid samples	NA	NA	NA	NA	ABLIM1
chr10:clu_315_-	Not enough valid samples	NA	NA	NA	NA	ABLIM1
chr10:clu_316_-	Not enough valid samples	NA	NA	NA	NA	PDZD8
chr10:clu_317_-	Success	1.16212993160389	3	0.507889299381537	0.769296637903794	PDZD8
chr10:clu_318_-	Success	1.76438952595993	2	0.171291323479408	0.549068351668096	RAB11FIP2
chr10:clu_319_-	Success	0.864795585930295	1	0.188463117103045	0.566022538005681	FAM204A
chr10:clu_32_+	Success	3.60523198920237	6	0.301821557495814	0.652521945162257	APBB1IP
chr10:clu_320_-	Success	0.926696125545618	2	0.395859422062212	0.708551195592574	CACUL1
chr10:clu_321_-	Success	0.085897562471871	1	0.678521326399706	0.846689475191997	EIF3A
chr10:clu_322_-	Success	0.58529907114854	1	0.279278372465458	0.632898006992075	EIF3A
chr10:clu_323_-	Success	0.483845494363777	2	0.616408433132354	0.817310963128166	EIF3A
chr10:clu_324_-	Success	0.00290803059868949	1	0.93920977820456	0.97187101731091	EIF3A
chr10:clu_325_-	Not enough valid samples	NA	NA	NA	NA	SFXN4
chr10:clu_326_-	Success	0.116489554436384	2	0.890039393891231	0.949852899372194	TIAL1
chr10:clu_327_-	Success	0.600568621105253	2	0.548499658921743	0.78884267127625	TIAL1
chr10:clu_328_-	Not enough valid samples	NA	NA	NA	NA	TIAL1
chr10:clu_329_-	Not enough valid samples	NA	NA	NA	NA	MCMBP
chr10:clu_33_+	Not enough valid samples	NA	NA	NA	NA	PDSS1
chr10:clu_330_-	Not enough valid samples	NA	NA	NA	NA	ATE1
chr10:clu_331_-	Success	0.195199613175646	2	0.822670425808898	0.919414548143186	RP11-12J10.3,FAM53B
chr10:clu_332_-	Success	0.175388586166491	1	0.553673521051944	0.790220419225809	UROS
chr10:clu_333_-	Success	2.62422558907383	6	0.512365013090823	0.771780382405015	UROS
chr10:clu_334_-	Success	0.430702096008645	2	0.650052535177396	0.834112726253426	UROS
chr10:clu_335_-	Success	0.903667757630075	1	0.178828190693768	0.559257412893409	MKI67
chr10:clu_336_-	Success	0.788183271851494	2	0.454670057308393	0.738698289392745	MKI67
chr10:clu_337_-	Not enough valid samples	NA	NA	NA	NA	TUBGCP2
chr10:clu_34_+	Not enough valid samples	NA	NA	NA	NA	MASTL
chr10:clu_35_+	Success	0.298169804405916	4	0.963469569761803	0.984284772324066	RAB18
chr10:clu_36_+	Success	0.699065059058739	2	0.49704979882663	0.765197554038228	WAC
chr10:clu_37_+	Success	3.76891737736798	2	0.0230770334868677	0.301912334712634	WAC
